Framework,Lot,Supplier,Customer,For_Month,Product_Service_Description,Total_Charge
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Barts Health NHS Trust,2013-05-01l,PAS Project Programme Manager,5250
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Barts Health NHS Trust,2013-05-01l,PAS Project Project Manager,18975
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Highlands and Islands Airports Limited,2013-05-01l,Consultancy,13500
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-05-01l,Project Manager,7980
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Forth Valley Health Board,2013-07-01l,Clinical Observations Application,4575
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-07-01l,Project and Programme Management,13300
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-07-01l,Project and Programme Management,14000
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-07-01l,Project and Programme Management,13671
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-07-01l,Project and Programme Management,6270
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-07-01l,Project and Programme Management,12635
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-07-01l,Project and Programme Management,11400
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Highlands and Islands Airports Limited,2013-06-01l,Consultancy,1500
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-06-01l,Project and Programme Management,13965
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-06-01l,Project and Programme Management,14962.5
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-06-01l,Project and Programme Management,16800
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-06-01l,Project and Programme Management,14329
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Forth Valley Health Board,2013-03-01l,Clinical Observations Application,19960
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Maidstone and Tunbridge Wells NHS Trust,2013-02-01l,Project Manager,7350
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Maidstone and Tunbridge Wells NHS Trust,2013-02-01l,Project Manager,8050
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Maidstone and Tunbridge Wells NHS Trust,2013-03-01l,Technical Project Manager,3278.05
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Maidstone and Tunbridge Wells NHS Trust,2013-03-01l,Technical Project Manager,8633.38
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,9975
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,13110
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,14630
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,12600
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,12600
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,13110
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-08-01l,Project and Programme Management,14630
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01l,Project and Programme Management,25270
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01l,Project and Programme Management,29260
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01l,Project and Programme Management,10830
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01l,Project and Programme Management,14630
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01l,Project and Programme Management,10830
G-Cloud Services II,4,Amor Business Technology Solutions Ltd,Student Loans Company Limited,2013-09-01l,Project and Programme Management,2650
G-Cloud Services II,4,APTO SOLUTIONS LTD,HM Revenue and Customs,2013-05-01l,IT Consultancy,27000
G-Cloud Services II,4,APTO SOLUTIONS LTD,HM Revenue and Customs,2013-06-01l,IT Consultancy,14050
G-Cloud Services II,4,APTO SOLUTIONS LTD,HM Revenue and Customs,2012-12-01l,IT Consultancy Support,10800
G-Cloud Services II,4,APTO SOLUTIONS LTD,HM Revenue and Customs,2013-01-01l,IT Consultancy Support,23220
G-Cloud Services II,4,APTO SOLUTIONS LTD,HM Revenue and Customs,2013-02-01l,IT Consultancy Support,24300
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-06-01l,AG-Cloud le Project Services,16470
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-07-01l,AG-Cloud le Project Services,24570
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-08-01l,AG-Cloud le Project Services,31860
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-09-01l,AG-Cloud le Project Services,8640
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-10-01l,AG-Cloud le Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-11-01l,AG-Cloud le Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2012-12-01l,AG-Cloud le Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-01-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-02-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-03-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-03-01l,Agile Project Services,4320
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-03-01l,Agile Project Services,4320
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-04-01l,Agile Project Services,540
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-04-01l,Agile Project Services,1080
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-04-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-05-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-05-01l,Agile Project Services,2160
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-05-01l,Agile Project Services,1620
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-05-01l,Agile Project Services,2700
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-05-01l,Agile Project Services,1620
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-06-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-06-01l,Agile Project Services,2160
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-06-01l,Agile Project Services,2700
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-07-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-07-01l,Agile Project Services,2700
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-07-01l,Agile Project Services,540
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-08-01l,Agile Project Services,1620
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-08-01l,Agile Project Services,4102.33
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-09-01l,Agile Project Services,810
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-09-01l,Agile Project Services,540
G-Cloudi,4,APTO SOLUTIONS LTD,Cabinet Office,2013-09-01l,Agile Project Services,4102.37
G-Cloud III,4,ARCUS GLOBAL LTD,Buckinghamshire County Council,2013-06-01l,5 x Clarizen Licenses,2394.35
G-Cloud Services II,3,ARCUS GLOBAL LTD,Buckinghamshire County Council,2013-03-01l,Clarizen Licenses,79772.44
G-Cloud Services II,4,ARCUS GLOBAL LTD,Leicestershire and Rutland Probation Trust,2013-04-01l,Enterprise Architecture and design,33390
G-Cloud Services II,4,ARCUS GLOBAL LTD,Leicestershire and Rutland Probation Trust,2013-04-01l,Enterprise Architecture and design,33390
G-Cloud Services II,4,ARCUS GLOBAL LTD,London Borough of Hounslow Council,2013-03-01l,Consulting,12750
G-Cloud Services II,4,ARCUS GLOBAL LTD,Universities and Colleges Admissions Service,2013-03-01l,AWS Deployment Services,34000
G-Cloud Services II,4,ARCUS GLOBAL LTD,Universities and Colleges Admissions Service,2013-04-01l,AWS Deployment,7500
G-Cloud Services II,4,ARCUS GLOBAL LTD,Universities and Colleges Admissions Service,2013-04-01l,AWS Deployment,7500
G-Cloudi,3,ARCUS GLOBAL LTD,House of Commons,2012-08-01l,Office Productivity,115
G-Cloudi,4,ARCUS GLOBAL LTD,English Heritage,2013-01-01l,Arcus AWS EH Dev sever,7495.63
G-Cloud III,3,ARCUS GLOBAL LTD,Department for Environment Food And Rural Affairs,2013-08-01l,Enterprise Licence,400
G-Cloud III,3,ARCUS GLOBAL LTD,Department for Environment Food And Rural Affairs,2013-08-01l,Campaign Subscribers,10
G-Cloud III,3,ARCUS GLOBAL LTD,Department for Environment Food And Rural Affairs,2013-08-01l,Support,180
G-Cloud III,4,ARCUS GLOBAL LTD,Derby City Council,2013-08-01l,ICT Operating Model Cost Projections and Roadmap for Infrastructure-Free ICT,19995
G-Cloud III,4,ARCUS GLOBAL LTD,London Borough of Islington Council,2013-08-01l,CRM Implementation work. 155 days of implementation services.,98812.5
G-Cloud III,4,ARCUS GLOBAL LTD,London Borough of Islington Council,2013-08-01l,Salesforce Configuration - 10% up-front fee,14000
G-Cloud III,4,Alpine Resourcing Limited,Home Office,2013-09-01l,Consultant,2223
G-Cloud III,4,Alpine Resourcing Limited,Ministry of Justice,2013-09-01l,Asset Plus Managed Service,72494.52
G-Cloud Services II,4,Atkins Ltd,Cabinet Office,2013-08-01l,Cross-Government Hosting Strategy (May to July),160000
G-Cloud III,3,Atos IT Services UK Ltd,London Borough of Lewisham,2013-07-01l,Oath Tokens,13800
G-Cloud III,3,Atos IT Services UK Ltd,London Borough of Lewisham,2013-08-01l,Atos Trusted Identity as a Service - Annual Charge Yr 1,27600
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2012-12-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2012-12-01l,Enhnaced DNS (eDNS) - 50 zonesKONA Site Defender - Service ManagementKONA Site Defender - Platform Fee Tier 3eDNS Standard Integration - one time feeeDNS Standard Integration - one time feeKONA Professional Services - one time fee,50380
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2012-12-01l,Web Application Accelerator (WAA)WAA Managed Integration - one time fee,51491.36
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-01-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-01-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-01-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-01-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-01-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-02-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-03-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-03-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-03-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-03-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-03-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-04-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-04-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-04-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-04-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-04-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Web Application Accelerator (WAA),27.36
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Web Application Accelerator (WAA),27.36
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Web Application Accelerator (WAA),5618.22
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Web Application Accelerator (WAA),2180.28
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Web Application Accelerator (WAA),7575.84
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-05-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Home Office,2013-05-01l,Cloud Professional Services,5059
G-Cloud Services II,4,Atos IT Services UK Ltd,Home Office,2013-05-01l,Cloud Professional Services,3921.7
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-07-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-07-01l,Web Application Accelerator (WAA),12256.86
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-07-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-07-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-07-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-07-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-06-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-06-01l,Web Application Accelerator (WAA),22840.46
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-06-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-06-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-06-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-06-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,4,Atos IT Services UK Ltd,Home Office,2012-12-01l,Business Strategy and Analysis for Cloud,81000
G-Cloud Services II,4,Atos IT Services UK Ltd,Home Office,2013-03-01l,Provision of Consultancy Support for development of a Target Operating Model for the Home Office,40500
G-Cloud Services II,4,Atos IT Services UK Ltd,Home Office,2013-03-01l,Provision of Consultancy Support for development of a Target Operating Model for the Home Office,40500
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-08-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-08-01l,Web Application Accelerator (WAA),15594.62
G-Cloud Services II,2,Atos IT Services UK Ltd,Cabinet Office,2013-08-01l,SSL Network Access Wildcard x 4,1828
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-08-01l,KONA Site Defender - Platform Fee Tier 3,13385
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-08-01l,KONA Site Defender - Service Management,3700
G-Cloud Services II,4,Atos IT Services UK Ltd,Cabinet Office,2013-08-01l,Enhnaced DNS (eDNS) - 50 zones,2815
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-09-01l,Web Application Accelerator (WAA),22264
G-Cloud Services II,1,Atos IT Services UK Ltd,Cabinet Office,2013-09-01l,Web Application Accelerator (WAA),13151.64
