ID,Framework,LotDescription,SupplierName,CustomerName,ReturnMonth,ProjectNameAndDescription,EvidencedSpend,Sector,SMEorLarge
220,G-Cloud,2,THE DEXTROUS WEB LTD TRADING AS DXW,Department For Business Innovation And Skills,2012-09-01,BIS WordPress sites hosting and support (PO 14083380),1600,Central Government,SME
221,G-Cloud,2,FUBRA LTD,Wales Office,2012-09-01,CatN vCluster Lite Subscription,5,Central Government,SME
222,G-Cloud,2,FUBRA LTD,Department for Culture Media And Sport,2012-09-01,CatN vCluster Lite Subscription,5,Central Government,SME
223,G-Cloud,2,FUBRA LTD,Wales Office,2012-09-01,CatN vCluster Pro Subscription,25,Central Government,SME
224,G-Cloud,2,THE DEXTROUS WEB LTD TRADING AS DXW,Ministry of Justice,2012-09-01,MOJ ICT (The Loop) hosting & support (PO 10000030872),725,Central Government,SME
225,G-Cloud,3,LEARNING POOL,Telford and Wrekin Council,2012-09-01,,28000,Local Government,SME
226,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-09-01,Microsoft Office 365 (Plan E1),1363.5,Health,Large
227,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-09-01,Microsoft Office 365 (Plan E2),234,Health,Large
228,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-09-01,Microsoft Office 365 (Plan K1),8037.36,Health,Large
229,G-Cloud,3,BACKUP TECHNOLOGY LTD,Antrim Borough Council,2012-09-01,Online Data Backup,450,Devolved Administrations,SME
230,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-09-01,SharePoint Online (Plan 2),1494.8,Health,Large
231,G-Cloud,4,Quo Imus Ltd,Student Loans Company Limited,2012-09-01,,29064,Central Government,SME
232,G-Cloud,4,Quo Imus Ltd,Student Loans Company Limited,2012-09-01,,2076,Central Government,SME
233,G-Cloud,4,North Highland UK Ltd,Merseyside Fire and Rescue Service,2012-09-01,HR Payroll and Finance ITT Review,2950,Fire and Rescue,Large
234,G-Cloud,4,EMERGN LTD,Department for International Development,2012-09-01,Agile Coaching,16875,Central Government,SME
235,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Coaching,40916.5,Central Government,SME
236,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Coaching,28433.5,Central Government,SME
237,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-09-01,Agile Coaching,7500,Central Government,SME
238,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-09-01,Agile Coaching,18750,Central Government,SME
239,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Coaching,52706,Central Government,SME
240,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-09-01,Agile Delivery,11475,Central Government,SME
241,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-09-01,Agile Delivery,1600,Central Government,SME
242,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Facilitation,21947,Central Government,SME
243,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Facilitation,25820,Central Government,SME
244,G-Cloud,4,APTO SOLUTIONS LTD,Cabinet Office,2012-09-01,Agile Project Services,8640,Central Government,SME
245,G-Cloud,4,EMERGN LTD,Ministry of Justice,2012-09-01,Agile Strategy,800,Central Government,SME
246,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Strategy,51319,Central Government,SME
247,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-09-01,Agile Strategy,19418,Central Government,SME
248,G-Cloud,4,EMERGN LTD,Highways Agency,2012-09-01,Agile Strategy Development,5100,Central Government,SME
249,G-Cloud,4,EMERGN LTD,Maritime and Coastguard Agency,2012-09-01,Agile Training,4800,Central Government,SME
250,G-Cloud,4,BravoSolution,Advanced Procurement for Universities and Colleges Limited,2012-09-01,AWARD Licences,21920,Private Sector,Large
251,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Cell Lead,10260,Health,Large
252,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Cell Lead,11400,Health,Large
253,G-Cloud,4,FODEN GREALY LTD,Department for Environment Food And Rural Affairs,2012-09-01,Change Enabling Service,11328.13,Central Government,SME
254,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Crown Commercial Service,2012-09-01,Consultancy,9652.73,Central Government,SME
255,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Crown Commercial Service,2012-09-01,Consultancy,1021.1,Central Government,SME
256,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,4207.5,Health,Large
257,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,9157.5,Health,Large
258,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,4950,Health,Large
259,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,9900,Health,Large
260,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,2475,Health,Large
261,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,9405,Health,Large
262,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,8415,Health,Large
263,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Developer,9652.5,Health,Large
264,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Development Manager,13650,Health,Large
265,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Manual Test,4702.5,Health,Large
266,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Manual Test,6930,Health,Large
267,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Manual Test,7425,Health,Large
268,G-Cloud,4,SEQUENCE COLLECTIVE LTD,Cabinet Office,2012-09-01,Provision of .NET and Sitcore development and migration consultancy,15192.84,Central Government,SME
269,G-Cloud,4,SEQUENCE COLLECTIVE LTD,Cabinet Office,2012-09-01,Provision of .NET and Sitcore development and migration consultancy,3963.4,Central Government,SME
270,G-Cloud,4,SEQUENCE COLLECTIVE LTD,Cabinet Office,2012-09-01,Provision of .NET and Sitcore development and migration consultancy,28969,Central Government,SME
271,G-Cloud,4,PROLINX,British Council,2012-09-01,Software as a Service -Sky-Pepi,470000,Central Government,SME
272,G-Cloud,4,North Highland UK Ltd,Royal Courts of Justice,2012-09-01,Specialist BA Resource,6375,Central Government,Large
273,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Technical Architect,4375,Health,Large
274,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Technical Tester,9652.5,Health,Large
275,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-09-01,Test Manager,12425,Health,Large
276,G-Cloud,1,SEQUENCE COLLECTIVE LTD,Cabinet Office,2012-10-01,Cloud based hosting services,3237,Central Government,SME
277,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Cabinet Office,2012-10-01,Hosting,32003.45,Central Government,SME
278,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Defence,2012-10-01,Hosting,438.97,Central Government,SME
279,G-Cloud,1,MEMSET LTD,ESTYN,2012-10-01,Memset Dedicated Server,726,Devolved Administrations,SME
280,G-Cloud,1,MEMSET LTD,ESTYN,2012-10-01,Memset Dedicated Server,315.21,Devolved Administrations,SME
281,G-Cloud,1,MEMSET LTD,ESTYN,2012-10-01,Miniserver VM,3088.3,Devolved Administrations,SME
282,G-Cloud,2,FUBRA LTD,Department for Culture Media And Sport,2012-10-01,CatN vCluster Lite Subscription,5,Central Government,SME
283,G-Cloud,2,FUBRA LTD,Wales Office,2012-10-01,CatN vCluster Lite Subscription,5,Central Government,SME
284,G-Cloud,2,FUBRA LTD,Wales Office,2012-10-01,CatN vCluster Pro Subscription,25,Central Government,SME
285,G-Cloud,2,IXIS IT LTD,British Council,2012-10-01,Hosting,63500,Central Government,SME
286,G-Cloud,2,SEQUENCE COLLECTIVE LTD,Cabinet Office,2012-10-01,VEND application support services,9412,Central Government,SME
287,G-Cloud,3,FLYINGBINARY LTD,Defence Procurement Reform,2012-10-01,,0,Central Government,SME
288,G-Cloud,3,@UK Plc,Royal Berkshire NHS Foundation Trust,2012-10-01,,16000,Health,SME
289,G-Cloud,3,SYMANTEC LTD,Citizens Advice,2012-10-01,,80,Not for Profit,Large
290,G-Cloud,3,SYMANTEC LTD,Citizens Advice,2012-10-01,,120,Not for Profit,Large
291,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Department for Work And Pensions,2012-10-01,100 Huddle User Licences,18000,Central Government,SME
292,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Crown Prosecution Service,2012-10-01,100 Huddle User Licences,30000,Central Government,SME
293,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Health and Safety Executive,2012-10-01,35 Huddle User Licences,2275,Central Government,SME
294,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Ordnance Survey,2012-10-01,85 Huddle User Licences,11475,Central Government,SME
295,G-Cloud,3,GOVDELIVERY INC,Food Standards Agency,2012-10-01,API Development Fee,35700,Central Government,SME
296,G-Cloud,3,BUSINESSWEB SOFTWARE T/A FIRMSTEP LTD,Brighton and Hove City Council,2012-10-01,CEM Licences,35860,Local Government,SME
297,G-Cloud,3,IXIS IT LTD,British Council,2012-10-01,Development,45000,Central Government,SME
298,G-Cloud,3,GOVDELIVERY INC,Food Standards Agency,2012-10-01,Digital Subscription Management monthly fee,30318.25,Central Government,SME
299,G-Cloud,3,GOVDELIVERY INC,Food Standards Agency,2012-10-01,Digital Subscription Management monthly fee,10318.25,Central Government,SME
300,G-Cloud,3,BUSINESSWEB SOFTWARE T/A FIRMSTEP LTD,Brighton and Hove City Council,2012-10-01,Implementation of Customer Experience Mangement (part 3),12000,Local Government,SME
301,G-Cloud,3,INOVEM LTD,Department for Work And Pensions,2012-10-01,INOVEM Collaborate (IL)) a.k.a. Kahootz,5225,Central Government,SME
302,G-Cloud,3,INOVEM LTD,HM Prison Service Shared Services,2012-10-01,INOVEM Collaborate (IL2) a.k.a. Kahootz,1677.9,Central Government,SME
303,G-Cloud,3,INOVEM LTD,Havant Borough Council,2012-10-01,INOVEM Collaborate (IL2) a.k.a. Kahootz,3800,Local Government,SME
304,G-Cloud,3,INOVEM LTD,Oxfordshire PCT,2012-10-01,INOVEM Collaborate (IL2) a.k.a. Kahootz,5650,Health,SME
305,G-Cloud,3,INOVEM LTD,Devon County Council,2012-10-01,INOVEM Collaborate (IL2) a.k.a. Kahootz,1125,Local Government,SME
306,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-10-01,Microsoft Office 365 (Plan E1),1053,Health,Large
307,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-10-01,Microsoft Office 365 (Plan E2),108.16,Health,Large
308,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-10-01,Microsoft Office 365 (Plan K1),6423.3,Health,Large
309,G-Cloud,3,BACKUP TECHNOLOGY LTD,Antrim Borough Council,2012-10-01,Online Data Backup,450,Devolved Administrations,SME
310,G-Cloud,3,EQUINITI ICS LTD,Central Manchester University Hospitals NHS Foundation Trust,2012-10-01,Revalidation Management System,85000,Health,Large
311,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-10-01,SharePoint Online (Plan 2),1346.8,Health,Large
312,G-Cloud,4,Quo Imus Ltd,Student Loans Company Limited,2012-10-01,,11072,Central Government,SME
313,G-Cloud,4,4C Strategies Ltd,Hampshire Fire and Rescue Service,2012-10-01,,999.25,Fire and Rescue,SME
314,G-Cloud,4,EMERGN LTD,Department for International Development,2012-10-01,Agile Coaching,15000,Central Government,SME
315,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-10-01,Agile Coaching,55480,Central Government,SME
316,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-10-01,Agile Coaching,27046.5,Central Government,SME
317,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-10-01,Agile Coaching,3750,Central Government,SME
318,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-10-01,Agile Coaching,17500,Central Government,SME
319,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-10-01,Agile Coaching,56867,Central Government,SME
320,G-Cloud,4,EMERGN LTD,Student Loans Company Limited,2012-10-01,Agile Delivery,12750,Central Government,SME
321,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-10-01,Agile Facilitation,24529,Central Government,SME
322,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-10-01,Agile Facilitation,28402,Central Government,SME
323,G-Cloud,4,APTO SOLUTIONS LTD,Cabinet Office,2012-10-01,Agile Project Services,4102.33,Central Government,SME
324,G-Cloud,4,EMERGN LTD,HM Revenue and Customs,2012-10-01,Agile Strategy,11900,Central Government,SME
325,G-Cloud,4,EMERGN LTD,Department for Work And Pensions,2012-10-01,Agile Strategy,28433.5,Central Government,SME
326,G-Cloud,4,EMERGN LTD,Department Of Energy And Climate Change,2012-10-01,Agile Strategy,16400,Central Government,SME
327,G-Cloud,4,EMERGN LTD,Maritime and Coastguard Agency,2012-10-01,Agile Training,4800,Central Government,SME
328,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Business Analyst,24040,Health,Large
329,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Cell Lead,21660,Health,Large
330,G-Cloud,4,FODEN GREALY LTD,Department for Environment Food And Rural Affairs,2012-10-01,Change Enabling Service,45468.75,Central Government,SME
331,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Crown Commercial Service,2012-10-01,Consultancy,7174.1,Central Government,SME
332,G-Cloud,4,AMETHYST RISK MANAGEMENT LTD,Crown Commercial Service,2012-10-01,Consultancy,1052.6,Central Government,SME
333,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2012-10-01,Consultant,11250,Central Government,SME
334,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2012-10-01,Consultant,1250,Central Government,SME
335,G-Cloud,4,Steria Ltd,Department for Environment Food And Rural Affairs,2012-10-01,DEFRA Network Open Working - Change Management Service Brief,80570,Central Government,Large
336,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Developer,71280,Health,Large
337,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Development Manager,14350,Health,Large
338,G-Cloud,4,VESK,Department For Business Innovation And Skills,2012-10-01,Hosted Virtual Desktops PoC,1600,Central Government,SME
339,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Manual Test,26730,Health,Large
340,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2012-10-01,Consultant,1250,Central Government,SME
341,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2012-10-01,Consultant,11250,Central Government,SME
342,G-Cloud,4,North Highland UK Ltd,Royal Courts of Justice,2012-10-01,Specialist BA Resource,8925,Central Government,Large
343,G-Cloud,4,IXIS IT LTD,British Council,2012-10-01,Support for Drupal,23400,Central Government,SME
344,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Technical Architect,13300,Health,Large
345,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Technical Tester,10890,Health,Large
346,G-Cloud,4,BJSS LTD,NHS Connecting for Health,2012-10-01,Test Manager,14175,Health,Large
347,G-Cloud,1,SEQUENCE COLLECTIVE LTD,Cabinet Office,2012-11-01,Cloud based hosting services,3237,Central Government,SME
348,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Cabinet Office,2012-11-01,Hosting,47019.94,Central Government,SME
349,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Defence,2012-11-01,Hosting,510.49,Central Government,SME
350,G-Cloud,1,MEMSET LTD,ESTYN,2012-11-01,Memset Dedicated Server,680.22,Devolved Administrations,SME
351,G-Cloud,1,MEMSET LTD,ESTYN,2012-11-01,Public Miniserver VM,3088.3,Devolved Administrations,SME
352,G-Cloud,1,ONYX GROUP,Parliamentary Information Communication Technologies,2012-11-01,viirtual servers,180,Central Government,SME
353,G-Cloud,1,ONYX GROUP,Parliamentary Information Communication Technologies,2012-11-01,virtual firewalls,120,Central Government,SME
354,G-Cloud,1,ONYX GROUP,Parliamentary Information Communication Technologies,2012-11-01,virtual firewalls,120,Central Government,SME
355,G-Cloud,1,ONYX GROUP,Parliamentary Information Communication Technologies,2012-11-01,virtual server applications licensing,129.6,Central Government,SME
356,G-Cloud,1,ONYX GROUP,Parliamentary Information Communication Technologies,2012-11-01,virtual server applications licensing,129.6,Central Government,SME
357,G-Cloud,1,ONYX GROUP,Parliamentary Information Communication Technologies,2012-11-01,virtual servers,180,Central Government,SME
358,G-Cloud,2,THE DEXTROUS WEB LTD TRADING AS DXW,Department For Business Innovation And Skills,2012-11-01,BIS WordPress sites hosting and support (PO 14083380),1600,Central Government,SME
359,G-Cloud,2,FUBRA LTD,Department for Culture Media And Sport,2012-11-01,CatN vCluster Lite Subscription,5,Central Government,SME
360,G-Cloud,2,FUBRA LTD,Wales Office,2012-11-01,CatN vCluster Lite Subscription,5,Central Government,SME
361,G-Cloud,2,FUBRA LTD,Department for Culture Media And Sport,2012-11-01,CatN vCluster Lite Subscription,5,Central Government,SME
362,G-Cloud,2,FUBRA LTD,Wales Office,2012-11-01,CatN vCluster Lite Subscription,5,Central Government,SME
363,G-Cloud,2,FUBRA LTD,Wales Office,2012-11-01,CatN vCluster Pro Subscription,25,Central Government,SME
364,G-Cloud,2,FUBRA LTD,Wales Office,2012-11-01,CatN vCluster Pro Subscription,25,Central Government,SME
365,G-Cloud,2,THE DEXTROUS WEB LTD TRADING AS DXW,Ministry of Justice,2012-11-01,MOJ ICT (The Loop) hosting & support (PO 10000030872),725,Central Government,SME
366,G-Cloud,3,TMI SYSTEMS LTD,Denbighshire County Council,2012-11-01,,25000,Devolved Administrations,SME
367,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Forestry Commission,2012-11-01,,3600,Central Government,SME
368,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Forestry Commission,2012-11-01,100 Huddle User Licences,3600,Central Government,SME
369,G-Cloud,3,RISKEX LTD.,Homes and Communities Agency,2012-11-01,AssessNET Risk Assessment Module,9995,Central Government,SME
370,G-Cloud,3,RISKEX LTD.,Met Office,2012-11-01,AssessNET Safety Audit Module + support services,12250,Central Government,SME
371,G-Cloud,3,DELIB,Department of Health,2012-11-01,Consultation Service,6500,Central Government,SME
372,G-Cloud,3,GOVDELIVERY INC,Food Standards Agency,2012-11-01,Digital Subscription Management monthly fee,10318,Central Government,SME
373,G-Cloud,3,SYMANTEC LTD,Citizens Advice,2012-11-01,Email Protect and Control,27990,Not for Profit,Large
374,G-Cloud,3,SQUIZ UK LTD,HM Land Registry,2012-11-01,HPI Report Finder,13150,Central Government,Large
375,G-Cloud,3,HTK Ltd,Centre for Environment Fisheries and Aquaculture Science,2012-11-01,HTK HORIZON SOFTWARE,550,Central Government,SME
376,G-Cloud,3,HTK Ltd,Department for Environment Food And Rural Affairs,2012-11-01,HTK HORIZON SOFTWARE,500,Central Government,SME
377,G-Cloud,3,HTK Ltd,Centre for Environment Fisheries and Aquaculture Science,2012-11-01,HTK HORIZON TRANSACTIONS,191.76,Central Government,SME
378,G-Cloud,3,INOVEM LTD,HM Prison Service Shared Services,2012-11-01,INOVEM Collaborate (IL2),880,Central Government,SME
379,G-Cloud,3,INTECHNOLOGY PLC,County Durham and Darlington NHS Foundation Trust,2012-11-01,Internet scraping with behavioual algorithms to measure emotional trending,45925,Health,SME
380,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-11-01,Microsoft Office 365 (Plan E1),1053,Health,Large
381,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-11-01,Microsoft Office 365 (Plan E2),108.16,Health,Large
382,G-Cloud,3,MICROSOFT IRELAND OPERATIONS LTD,West Midlands Ambulance Service NHS Trust,2012-11-01,Microsoft Office 365 (Plan K1),6423.3,Health,Large
383,G-Cloud,3,BACKUP TECHNOLOGY LTD,Antrim Borough Council,2012-11-01,Online Data Backup,450,Devolved Administrations,SME
384,G-Cloud,3,GPTeamNet Limited,NHS Tees,2012-11-01,Provision of GPTeamNet for Hartlepool & Stockton CCG and South Tees CCG,60432.81,Health,SME
